id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1348714135190585345,Sakariye M.,"Calgary, Alberta",student (UofC) • fmr senior advisor to @scscalgary • activist • human • 🇨🇦🇸🇴,2018-12-14 17:04:25,248,642,2862,False,2021-01-11 19:31:22,"my mom got her first dose of the #PfizerBioNTech COVID19 vaccine! 

happy that my family won the fight against onli… https://t.co/4yYdbmI5zR",['PfizerBioNTech'],Twitter for iPhone,0,10,False
1429803114543161352,PETER MAER,"Washington, DC","Retired White House Corr. 
Edward R. Murrow Award, Merriman Smith Award for Presidential Coverage. Interfaith Alliance Walter Cronkite Faith & Freedom Award.",2010-03-12 15:20:56,14427,13452,2248,True,2021-08-23 13:50:01,#FDA grants FULL APPROVAL for #PfizerBiontech #vaccine.  #GetVaccinated,"['FDA', 'PfizerBiontech', 'vaccine', 'GetVaccinated']",Twitter Web App,0,2,False
1352395539887906818,ONB Conservatives,"Oakville, Ontario",We are your local Oakville North - Burlington Conservative riding. Follow us for updates on local activity and news within the party.,2016-01-23 04:10:51,897,943,8074,False,2021-01-21 23:19:57,"#This is the story that #Trudeau wants buried ⤵️
Canada is getting only about one-third of the expected deliveries… https://t.co/iCismPCI7P","['This', 'Trudeau']",Twitter for Android,1,1,False
1446042931526131712,THE LAW REPORTERS,,"The Law Reporters offers daily insights, updates, and news about the legal profession. Our team of experts is among the most foremost in their field.",2021-02-21 10:55:51,331,395,64,False,2021-10-07 09:21:15,"UAE: These vaccines have been approved for emergency use.

#uaevaccines #vaccines #VaccineProtocol #coronavirus… https://t.co/IHgRCmd46E","['uaevaccines', 'vaccines', 'VaccineProtocol', 'coronavirus']",Twitter Web App,1,4,False
1349378169732739077,Iran International English,"London, UK",The first 24/7 hours Persian News Channel | Official English account of @IranIntl,2018-08-12 22:29:41,18405,4,8,True,2021-01-13 15:30:00,"Human Rights Watch claim that Iranian authorities' ban on Covid-19 vaccines made in the UK, France and the U.S. is… https://t.co/d2SoBjJbuq",,TweetDeck,0,1,False
1339280155282452483,KatInETex,,Back fighting censors 4 @RealDonaldTrump & to #StopTheSteal 5th Gen Great State of TX - REAL CHEROKEE #FightLikeAFlynn 🇺🇸 💥 #SidneyPowell American Hero #1776,2020-11-21 16:41:56,29,84,3938,False,2020-12-16 18:44:06,@PharmDRogers87 @mhshospital It is the #CCP #PfizerBioNTech Natural Selection Injection to rid the world of… https://t.co/mfiA174ii4,"['CCP', 'PfizerBioNTech']",Twitter Web App,0,0,False
1440659182684807176,sage,,,2019-09-21 17:52:24,505,975,56965,False,2021-09-22 12:48:09,"İsrail... https://t.co/HsgwO3PXqR
#KalpKrizleriSalgını #BioNTechYanEtki #PfizerBiontech #asımağdurları","['KalpKrizleriSalgını', 'BioNTechYanEtki', 'PfizerBiontech', 'asımağdurları']",Twitter for Android,0,1,False
1352429015571853313,Olsi Jazexhi,,"Dr. Olsi Jazexhi is an Albanian historian, specialized in the history of Islam, nationalism and modernity. Email: olsijazexhi at https://t.co/N8GNSmiLuw",2019-09-24 10:08:40,2083,1087,1521,False,2021-01-22 01:32:58,This is a #PfizerBioNTech or #Soros revenge against Russia that dared to offer Albania a cheaper vaccine than what… https://t.co/EaYOT0gOLR,"['PfizerBioNTech', 'Soros']",Twitter Web App,1,1,False
1421237055523278851,Mr. C64,Italy,"Passionate about C and C++, computer programming, C64 and Amiga, retro-computing, aircraft, spacecraft, classical art, math and science. He/Him.",2012-01-16 11:06:20,1010,1064,2657,False,2021-07-30 22:31:34,@wolfblitzer @CNNSitRoom Interesting coverage of the Delta variant threat. Since scientists know the genetic code o… https://t.co/L3AIy8i6Oh,,Tweetbot for iΟS,0,0,False
1399326011146137602,squeezit,Singapore,Go where life takes U! 🇵🇭 🇸🇬,2011-05-06 15:17:14,59,107,3175,False,2021-05-31 11:24:53,"#FightAgainstCOVID19 💉 #Pfizer #PfizerBiontech 
.
Thank you Singapore 💪🏻 https://t.co/xiZNhvJ0cf","['FightAgainstCOVID19', 'Pfizer', 'PfizerBiontech']",Twitter for iPhone,0,0,False
1350844811692093441,Deborah Thomas,,Making the Great Reclaim a mission https://t.co/jrQW1feVXs,2020-11-06 15:17:59,41,63,3538,False,2021-01-17 16:37:55,@Draksyl_Lyskard @drmarkporter @mgtmccartney That imo most likely scenario particularly given the sudden break in… https://t.co/uf4FjjXIe2,,Twitter for Android,1,1,False
1378391563416518658,Shaheen,,"A doctor whose interests lie in medicine, technology, art, photography, Islam, seeking knowledge on various topics and travelling.",2014-03-07 16:08:48,99,103,1292,False,2021-04-03 16:58:52,"Day 2: 24 hours since the vaccine, I had a fever of 38°C and headache. Only drank water and lay down to see if it s… https://t.co/8V4IM66QQa",,Twitter for Android,0,0,False
1380485784730472454,Señorita Kat,DC present | PA past | PR4ever,"A WALKING testimony of God's grace [Isaiah 40:31], #lamb4life 🐑🦋, revered baconologist, pro photobomber &  sophistaratchet nerd! 🤓 #TravelKat #YogiKat 🇵🇷",2009-02-03 04:28:42,701,659,530,False,2021-04-09 11:40:33,"Pfizer Gang, 2 shots down! 💪🏽💪🏽

It's been 2 days since my 2nd injection, and I only experienced arm soreness and m… https://t.co/EW9o6w4Q62",,Twitter Web App,0,0,False
1429971720287395864,alexander siu #sᴛᴀɴᴅꜰᴏʀᴀsɪᴀɴs,626 • los angeles // new york city,producer • graphic designer • writer • asian american culture creator • food inhaler // @uclafsph @andrewyang @fungbros @626nightmarket // 🎓@ucla @ucla_asianam,2008-09-10 02:20:14,8463,3660,405793,False,2021-08-24 01:00:00,"@POTUS now that full #FDAapproval is here, #antivaxxers’ newest excuse is #FDA approves drugs that get recalled. I… https://t.co/OSZcqf2F0U","['FDAapproval', 'antivaxxers', 'FDA']",Twitter Web App,0,0,False
1358769486283886595,Aktien Tip,,Auch mit wenig Anfangskapital kann man ein Vermögen machen wenn man aufs richtige Pferd wettet aber auch mal Lehrgeld bezahlt.,2020-05-07 13:56:06,188,84,741,False,2021-02-08 13:27:44,"#aktientip Germany Tradegate: High demand for $IBIO
After problems with #AstraZeneca and #PfizerBiontech  became kn… https://t.co/79duXG9ydb","['aktientip', 'AstraZeneca', 'PfizerBiontech']",Twitter for Android,1,7,False
1420376225655234568,Jan Brodsky,Worldwide,"Editor @ TruthOverFakeNews; red-pilled by world travels, natural cures & work for Facebook 

☘️🇮🇪 🦘🇦🇺 🇨🇿🦁

FREEDOM over SAFETY ⭐️ COURAGE over FEAR",2012-02-09 17:59:22,3720,872,1006,False,2021-07-28 13:30:56,"But don't worry, your government really cares about you and wants the best for your health.😉

#PfizerBiontech… https://t.co/Lw7dh1lOOr",['PfizerBiontech'],Twitter Web App,13,24,False
1417852282440458241,🌸🌺 Catherine 🌸🌺,"Montréal, Québec 🇨🇦","37 years old
Mom of 2 boys👬 (Nathan, 5 and Leo, 2) + fur mommy of Django 🐶
Backstreet Boys fan since 25 years 😍❤
Nick is my fave since the begining 💖💋",2021-05-22 01:33:12,72,105,1348,False,2021-07-21 14:21:41,Hey @nickcarter hope you're still doing fine after your #Moderna shot. I got my 2nd #PfizerBioNTech dose yesterday.… https://t.co/pZw7gcymRe,"['Moderna', 'PfizerBioNTech']",Twitter for Android,1,10,False
1372617384217939970,🇬🇧🇬🇧 Goldilocks 🇬🇧🇬🇧,"England, United Kingdom",It doesn’t make sense to hire smart people and then tell them what to do...hire smart people so they can tell you what to do! Independent GB 🇬🇧 views my own,2012-11-12 22:00:55,354,690,21899,False,2021-03-18 18:34:21,To convince Brazil to sign a deal with #PfizerBiontech possibly https://t.co/Z2GJ5BipLG,['PfizerBiontech'],Twitter for iPhone,0,0,False
1394779721695645696,Christian Gross,"Vensac, Medoc, France",Dude between Zug and Medoc building crap and stuff. Oh yeah long time IOT guy yeah pi yeah arduino,2015-02-08 15:00:16,44,39,1657,False,2021-05-18 22:19:34,Oh happy day I am officially fully vaccinated.  :)   The relief is beyond description! I know that the probability… https://t.co/lTU39G0Ab2,,Twitter Web App,0,1,False
1375497486027083781,𝕿𝖍𝖊 𝕮𝖆𝖕𝖙𝖆𝖎𝖓!,⚓The Infinite Ocean of Weird,"Typomaniacal writer, pod wizard of THE UK geek podcast, and banjoleleist of rock.

Sherbet lemon?",2010-12-03 11:36:51,221,0,7,False,2021-03-26 17:18:50,Got my first shot of the #AstraZeneca on the 18th. Mum and Dad got their second dose of the #PfizerBiontech earlier… https://t.co/m7x3UltiIF,"['AstraZeneca', 'PfizerBiontech']",Twitter Web App,0,0,False
1341039390991257602,MarcoBigazzi🇮🇹🇪🇺#facciamorete#FBPE,"Reggio nell'Emilia, Emilia Rom","fotografo e curioso del mondo, dispenso il mio tempo tra amore (per la vita), comprensione dell'altro, indignazione per l'ingiusto",2018-12-28 21:09:45,444,680,9681,False,2020-12-21 15:14:40,"Ready
Set
Go

#PfizerBioNTech 
#Ema","['PfizerBioNTech', 'Ema']",Twitter for Android,0,0,False
1381643283483463685,Payal Razdan,"Sea, land, and space","Scientist, tech diver, artist capturing this little green/blue marble best I can. Insta @psrazdan, sciencing tweets @PayalSRazdan. I need more dive/photog gear.",2015-09-17 16:08:19,21,102,299,False,2021-04-12 16:20:03,"Please continue #socialdistancing. The #vaccine will help but you can still infect people. Wear your masks, wash yo… https://t.co/gr41qRWIGM","['socialdistancing', 'vaccine']",Twitter for Android,0,0,False
1417827717320413184,TheRawTruth,East Coast,"We discuss the issues, debates, reacting. No matter the subject we aren't ashamed to be wrong. We are as honest as they come. #bxbadboy #therawtruth #equality",2020-05-18 05:00:45,7,47,30,False,2021-07-21 12:44:04,12 YO 1st SHOT PFIZER VACCINE 12est today #PfizerVaccine #PfizerBioNTech #pfizerdown #shot #vaccineSideEffects… https://t.co/gOE4d5yKeJ,"['PfizerVaccine', 'PfizerBioNTech', 'pfizerdown', 'shot', 'vaccineSideEffects']",Buffer,0,0,False
1357655942775603203,Seán Power,Ireland,"Family first, always. CAMHS RPN/RNID/Trainee CBT therapist. RTs not endorsements. Views are my own.",2009-06-04 13:38:46,250,562,2155,False,2021-02-05 11:42:55,Just got the second dose of the #PfizerBioNtech #CovidVaccine so I'm reliably informed that in 7 days I am fully im… https://t.co/xfUnIfd0NW,"['PfizerBioNtech', 'CovidVaccine']",Twitter for Android,0,9,False
1348461182055829506,Tracey Muhammad,,"Believer, Sister",2012-09-18 02:46:16,195,599,2935,False,2021-01-11 02:46:13,"#PublicHealth #COVID19 #Modernavaccine #Moderna #PfizerBioNTech #PfizerCovidVaccine 
4/4
""Both Pfizer and Moderna a… https://t.co/Kui2jN39xB","['PublicHealth', 'COVID19', 'Modernavaccine', 'Moderna', 'PfizerBioNTech', 'PfizerCovidVaccine']",Twitter Web App,0,0,False
1429710193181478912,Saju Mathew MD MPH,"Atlanta, GA","On Air Medical Analyst @CNN, Primary Care Doc, Public Health Specialist, Morehouse School of Med grad, Africa born, US raised, Asian Papa/Mum, Tennis freak!",2018-08-12 20:43:47,1580,707,4126,False,2021-08-23 07:40:47,This is a big deal. A first ever fully approved #vaccine against the coronavirus family is hours away. Universities… https://t.co/zxGoGErTGk,['vaccine'],Twitter for iPhone,4,16,False
1349017335613501447,barraseaclaid,Waterford Ireland,"#STAYATHOME #WASHYOURHANDS

                  Chief Medical Scientist/ Lab Information Systems Manager UHW. 
All views are my own, RT's not an endorsement",2009-04-22 23:22:04,156,353,58,False,2021-01-12 15:36:10,"Delighted to get my first shot of #PfizerBioNTech #COVID19 #vaccine
@UHW_Waterford 
Thanks to curtis and all the… https://t.co/OcWiipEFzu","['PfizerBioNTech', 'COVID19', 'vaccine']",Twitter for Android,0,2,False
1340487540642435074,Wiki Wikramarathna,Sri Lanka,"'Lanka Puthra,Desha Mamaka,Vishva Abhimani', Awardee-SL Leadership Awards-2017, ICT, Innovator, Freelance Journalist, Animal Rights Activist",2013-08-01 15:47:58,579,1298,1681,False,2020-12-20 02:41:49,"#BreakingNews.
KNOW WHAT UR VACCINE IS
SIDE BY SIDE COMPARISON OF PFIZER N MODERNA-Wiki Wicks '20-12-20… https://t.co/2F7lGhGpG4",['BreakingNews'],Twitter for Android,0,0,False
1384614418999398400,Karine Poulin,,"✨I support retired elite athletes transitioning into leadership roles 
⭐️20+ years of leadership experience 
🙌Former NCAA Div I 🏀 Player",2021-04-03 17:16:42,4,80,1,False,2021-04-20 21:06:17,"First dose, done ☑️ 

#vaccine #vaccination #pfizervaccine #pfizerbiontech @ Montreal, Quebec https://t.co/UAblb67lXR","['vaccine', 'vaccination', 'pfizervaccine', 'pfizerbiontech']",Instagram,0,0,False
1380944369662914560,Michael Devine,,,2020-07-02 20:34:15,1,1,4,False,2021-04-10 18:02:49,Introducing the latest in vaccine fashion. #COVID19 #vaccinated #wearitonyoursleeve #PfizerBiontech https://t.co/GXya5YcQ2b,"['COVID19', 'vaccinated', 'wearitonyoursleeve', 'PfizerBiontech']",Twitter for iPad,0,0,False
1347323055417290758,Robert Meriruoho,"Tukholma, Ruotsi",Published poet and a reg. Nurse from Turku Finland. Currently studying Global Masters Programme in Health Informatics at Karolinska Institute.,2017-06-14 07:20:24,46,305,626,False,2021-01-07 23:23:43,Got Pfizer / Biontech Covid19 vaccine today. Getting it was painless and have not felt any side effects. Strongly r… https://t.co/SmFXEqUMjl,,Twitter for Android,0,3,False
1352801583516553216,"Monica C. Coronel, MD","Miami, FL",Board-certified Family Medicine Physician • Trained in Texas @ UT Health • Private Practice #hollywoodfl,2021-01-22 15:11:39,4,62,54,False,2021-01-23 02:13:26,Second shot of Covid vacciné was 2 weeks ago. 😊🇺🇸#Gratitude #vaccination #PfizerBioNTech https://t.co/8LOFhsSDr3,"['Gratitude', 'vaccination', 'PfizerBioNTech']",Twitter for iPhone,0,0,False
1345344579441192960,Tamina Rashell 💙 #RejoinEU,,"Pro EU  & Value NHS.  Interests Travel, Politics & theatre /film.  Retweets not endorsements.",2019-12-18 18:27:04,3163,5000,67308,False,2021-01-02 12:21:57,@SkyNews @SkyNewsAdele A clear message that supports the science. #Biontech #PfizerBioNTech,"['Biontech', 'PfizerBioNTech']",Twitter Web App,1,1,False
1339350883931279362,Zahra Kassamali Escobar,"Seattle, WA","ID/ASP PharmD UW Medicine Valley Medical Center. Clinical Asst Professor, University of Washington. Cookie connoisseur.",2018-04-12 18:38:00,424,407,1976,False,2020-12-16 23:25:09,"@CDC's  pre #CovidVaccine  screening form for #PfizerBioNTech vaccine
https://t.co/H2wnWsRUpo https://t.co/j23w4c4zV9","['CovidVaccine', 'PfizerBioNTech']",Twitter Web App,0,0,False
1343298596964356096,YadzChelle,,,2019-02-12 16:58:41,2,33,35,False,2020-12-27 20:51:57,DOne My first dose of covid-19 vaccine #PfizerBioNTech,['PfizerBioNTech'],Twitter for iPhone,0,0,False
